,geometry,cartodb_id,objectid,permitnumber,addressobjectid,parcel_id_num,permittype,permitdescription,commercialorresidential,typeofwork,approvedscopeofwork,permitissuedate,status,applicanttype,contractorname,contractoraddress1,contractoraddress2,contractorcity,contractorstate,contractorzip,mostrecentinsp,opa_account_num,address,unit_type,unit_num,zip,censustract,council_district,opa_owner,systemofrecord,geocode_x,geocode_y,posse_jobid
220,POINT (-75.22983000000001 40.027768),459435,452339,945287,390689,,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,"FOR NEW CONSTRUCTION OF A FOUR (4) STORY STRUCTURE ABOVE GRADE PLANE WITH ROOF DECK ACCESSED BY ROOFTOP STRUCTURE; SINGLE-FAMILY DWELLING WITHIN A SPECIAL FLOOD HAZARD AREA WITH GARAGE; LOWEST FLOOR ELEVATION ENTIRELY ABOVE THE REGULATORY FLOOD ELEVATION AS PER APPROVED PLANS; BUILDING TO BE FULLY SPRINKLERED WITH NFPA 13; ** HISTORICAL COMMISSION JURISDICTION REMOVED SOLEY FOR THIS PROJECT, PER COUNCIL ORDINANCE BILL # 170997, ** FINISHED FLOOR ELEVATION CERTIFICATE TO BE PROVIDED TO DEPARTMENT & APPROVED PRIOR TO ISSUANCE OF CERTIFICATE OF OCCUPANCY (CO)",2019-02-11T10:16:03Z,COMPLETED,DESIGN PROFESSIONAL,VENICE ISLAND DEVELOPER LLC,2337 PHILMONT AVE,2ND FLOOR,HUNTINGDON VALLEY,PA,19006-6200,2019-12-05T09:00:00Z,,1 LEVERINGTON AVE,,,19127-2201,214,4,LOCKS HOMEOWNERS ASSOCIAT,HANSEN,2674167.19369792,263042.69640828,
221,POINT (-75.162468 39.93824),460564,452292,935680,371079,458211,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,"FOR NEW CONSTRUCTION OF A THREE-STORY ATTACHED BUILDING WITH ROOF DECK AND ROOF-DECK ACCESS STRUCTURE PER APPROVED PLANS.  BUILDING TO BE FULLY SPRINKLERED WITH NFPA 13D MINIMUM.  SEPARATE PERMITS REQUIRED FOR MECHANICAL, ELECTRICAL, PLUMBING AND FIRE SUPPRESSION.",2019-04-22T10:38:39Z,COMPLETED,CONTRACTOR,MEI GUAN REMODELING INC,1026 ELLSWORTH ST,,PHILA,PA,19147-    ,2019-12-30T15:23:00Z,021106900,1127 KIMBALL ST,,,19147-3801,24,2,ZHENG QING GUI,HANSEN,2693978.93788405,230988.43087746,
222,POINT (-75.236397 39.976576),470695,469196,930655,378577,1472116,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,"FOR THE ERECTION OF A THREE (3) STORY ATTACHED STRUCTURE WITH ROOF DECKS AND BALCONIES AT THE REAR 2ND/3RD FLRS TO BE USED AS GROUP R-2 THROUGHOUT (FOUR (4) DWELLING UNITS), AS PER PLANS; SEPARATE PERMITS REQUIRED FOR ALL MEP/FSP WORK; BUILDING TO BE FULLY SPRINKLERED IN ACCORDANCE WITH NFPA 13 DUE TO REAR WALL OPENINGS; SEE AP#896295 FOR ZONING APPROVAL; SEE AP#930650 FOR PLANS AND ALL CONSTRUCTION DOCUMENTS.",2019-01-31T14:28:18Z,COMPLETED,DESIGN PROFESSIONAL,AIMES LLC,834 N 4TH ST,SUITE 1,PHILADELPHIA,PA,19123-    ,2020-02-27T15:19:00Z,043188200,5725 LANSDOWNE AVE,,,19131-3423,113,4,5725 LANSDOWNE ASSOCIATES,HANSEN,2672859.35891739,244349.17623272,
223,POINT (-75.147829 39.984005),465442,463592,930418,647499,102959,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,"NEW (3) STORY BUILDING FOR THE USE OF (2) FAMILY DWELLING WITH CELLAR, PILOT HOUSE AND ROOF DECK (DETAILS AS SHOWN ON THE PLAN) SEPERATE PERMITS REQUIRED FOR ELECTRICAL, MECHANICAL, PLUMBING AND SPRINKLER WORK.",2019-02-11T09:26:04Z,COMPLETED,,JRH HOMES INC,7901 LORETTO AVE,,PHILADELPHIA,PA,19111-    ,2019-08-30T11:28:00Z,202160000,2117 N 9TH ST,,,19122-1313,377,5,JRH HOMES INC,HANSEN,2697591.2627757,247773.40505295,
224,POINT (-75.120053 39.982652),466249,463647,939027,3903,158157,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,"FOR THE ERECTION OF AN ATTACHED STRUCTURE TO INCLUDE A ROOF DECK ACCESSED FROM A PILOTHOUSE.BUILDING TO BE FULLY SPRINKLERED. TEMPORARY BRACING SHALL BE ERECTED IMMEDIATELY AFTER EXCAVATION DIRECTED BY ONSITE GEOTECHNICAL ENGINEER. SEPARATE PERMITS REQUIRED FOR MECH, ELEC, PLUMB AND FIRE SUPP WORK. SEE AP#912789 FOR APPROVED PLANS.",2019-01-14T12:07:14Z,COMPLETED,CONTRACTOR,BDRD CONTRACTORS,885 WARFIELD LA,,HUNGTINDON VALLEY,PA,19006-    ,2019-11-22T08:02:00Z,312000500,2640 AGATE ST,,,19125-2302,160,1,GEROLD RYAN              DEELEY BRAD,HANSEN,2705385.92853763,247511.14172627,
225,POINT (-75.16725599999999 39.942151),466817,463689,947373,292121,245231,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,"ERECTION OF A FOUR (4) STORY STRUCTURE, WITH BASEMENT. FOR USE AS THREE (3) RESIDENTIAL DWELLING UNITS AS PER PLANS. STRUCTURE TO BE FULLY SPRINKLERED IN ACCORDANCE WITH NFPA 13R. ALL WORK TO BE DONE PER APPROVED PLANS. SEPARATE PERMITS REQUIRED FOR MECHANICAL, ELECTRICAL, PLUMBING AND FIRE SUPPRESSION WORK. **IBC 2009**",2019-02-25T11:52:37Z,COMPLETED,CONTRACTOR,MADE CONSTRUCTION LLC,1837 REED STREET,,PHILADELPHIA,PA,19146-    ,2019-12-13T13:01:00Z,301087700,1433 FITZWATER ST,,,19146-2227,14,2,1433 FITZWATER DEVELOPMEN,HANSEN,2692595.29645403,232373.20572792,
226,POINT (-75.14770799999999 39.974111),469483,469233,936608,642161,433145,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,PROPOSED NEW ONSTRUCTION OF (4) FOUR STORY DWELLING OF (4) FOUR UNITS WITH BASEMENT AND ATRIUM OPEN TOP DECK AT THE FOURTH FLOOR. AS SHOWN ON THE ENCLOSED PLANS PROVIDED.,2019-02-19T14:21:00Z,COMPLETED,APPL,OFIR KOMERIAN  PRESTIGE DESIGN,534 E. GIRARD AVE.,,PHILADELPHIA,PA,19125-    ,2019-09-23T10:35:00Z,202020900,1436 N 7TH ST,,,19122-3603,145,5,PRESTIGE PAVILION LLC,HANSEN,2697731.1342112,244171.50599013,
227,POINT (-75.12597599999999 39.973363),470586,469188,929031,569130,464045,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,"TO CONSTRUCT A NEW 3STORY, SINGLE FAMILY HOUSE ON PROPOSED LOT WITH A ROOF DECK.",2019-01-14T09:02:54Z,COMPLETED,CONTRACTOR,CITY SUBURBAN HOME BUILDERS LL,2413 FRANKFORD AVE UNIT D,,PHILA,PA,19125-    ,2019-11-26T15:05:00Z,181387200,722 E THOMPSON ST,,,19125-3429,158,5,1427-29 NORTH BOUVIER ST,HANSEN,2703827.49636892,244079.30408466,
228,POINT (-75.134781 39.97599),470975,474588,885399,768159,,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,"FOR THE ERECTION OF A FOUR STORY SINGLE FAMILY DWELLING WITH BASEMENT, ONE OFF-STREET PARKING SPACE IN GARAGE, REAR DECK OVER A COMMON DRIVE AISLE AND PRIVATE ROOF DECK ACCESSED BY PILOT HOUSE",2019-03-28T15:50:21Z,COMPLETED,CONTRACTOR,EQUINOX MANAGEMENT & CONSTR LL,1535 N. SYDENHAM STREET,,PHILADELPHIA,PA,19121-    ,2020-03-11T13:19:00Z,,1726 HOPE ST,,,19122-    ,157,7,1723 NORTH HOWARD LP,HANSEN,2701332.42348902,244962.85342305,
229,POINT (-75.14785500000001 39.968813),469595,469243,938283,413522,244307,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,FOUND,FOR FOUNDATION PERMIT ONLY. ALL WORK AS PER APPROVED PLANS.,2019-01-11T09:40:51Z,COMPLETED,DESIGN PROFESSIONAL,HYBAR CONSTRUCTION LLC,706 SOUTH AMERICAN STREET,,PHILADELPHIA,PA,19147-    ,2019-08-26T10:37:00Z,871084450,964 N MARSHALL ST,,,19123-1307,141,5,JOHNSON BENJAMIN HOWARD,HANSEN,2697746.95399565,242241.24256581,
230,POINT (-75.121208 39.986448),466356,463653,940438,387197,1472512,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,"FOR THE ERECTION OF A THREE (3) STORY, ATTACHED STRUCTURE (SFD - TYPE B) WITH A ROOF DECK AND PILOT HOUSE AND ONE (1) INTERIOR PARKING SPACE.  STRUCTURE FOR USE AS SINGLE FAMILY DWELLING.  STRUCTURE TO BE FULLY SPRINKLERED PER NFPA 13D MINIMUM. SEPARATE PERMITS REQUIRED FOR PLUMBING, MECHANICAL, ELECTRICAL AND FIRE SUPPRESSION. A COVERED WALKWAY OR SIDEWALK CLOSURE SHALL BE REQUIRED WITHIN 9 FEET OF BUILDING FACADE IN ACCORDANCE WITH SECTION 3306 OF THE IBC. SEPARATE BUILDING AND/OR STREETS DEPARTMENT PERMITS ARE REQUIRED.  SEE A/P NO 898232 FOR APPROVED PLANS.",2019-01-31T09:25:53Z,COMPLETED,,URBAN RENEWAL BUILDERS LLC,3010 RICHMOND STREET,,PHILADELPHIA,PA,19134-    ,2019-11-12T08:34:00Z,885816300,2035 E LEHIGH AVE,,,19125-1012,179,1,"L&M FISHTOWN RESIDENCES,L",HANSEN,2705021.26092371,248883.69332067,
231,POINT (-75.147845 39.968897),469713,469250,939572,413524,498940,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,FOUND,FOR FOUNDATION PERMIT ONLY. ALL WORK AS PER APPROVED PLANS. SEE PERMIT 938283 FOR PLANS.,2019-01-11T09:46:05Z,COMPLETED,DESIGN PROFESSIONAL,HYBAR CONSTRUCTION LLC,706 SOUTH AMERICAN STREET,,PHILADELPHIA,PA,19147-    ,2019-08-26T10:28:00Z,871084550,968 N MARSHALL ST,,,19123-1307,141,5,JOHNSON BENJAMIN HOWARD,HANSEN,2697748.84010596,242272.06023112,
232,POINT (-75.164057 39.974323),471879,474897,934573,531144,27929,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,NEW CONSTRUCTION OF A TWO FAMILY DWELLING AS PER PLAN.,2019-05-17T14:34:36Z,EXPIRED,OWNER,UNITED CONSTRUCTION & MNMGNT,1690 RATZER RD,,WAYNE,NJ,07470-    ,2020-02-12T14:24:00Z,471089300,1707 SEYBERT ST,,,19121-5016,140,5,ATL DEVELOPMENT CORPORATI,HANSEN,2693148.79449986,244114.05886065,
233,POINT (-75.131713 39.970742),471512,475238,993462,466272,164925,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,PROPOSED NEW CONSTRUCTION OF A 3 STORY SINGLE FAMILY DWELLING ROOF PILOT HOUSE AND BASEMENT. AS SHOWN ON THE ENCLOSED PLANS.,2019-07-16T15:23:34Z,COMPLETED,CONTRACTOR,BT PAVERS INC,2502 E CLEARFIELD ST,,PHILADELPHIA,PA,19137-    ,2020-02-03T08:22:00Z,181074300,1230 E OXFORD ST,,,19125-3923,158,5,V2 PROPERTIES LLC,HANSEN,2702248.37192852,243077.21270174,
234,POINT (-75.22983000000001 40.027768),472398,475049,958302,390689,,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,"FOR NEW CONSTRUCTION OF A FOUR (4) STORY STRUCTURE ABOVE GRADE PLANE WITH ROOF DECK ACCESSED BY ROOFTOP STRUCTURE; SINGLE-FAMILY DWELLING WITHIN A SPECIAL FLOOD HAZARD AREA WITH GARAGE; LOWEST FLOOR ELEVATION ENTIRELY ABOVE THE REGULATORY FLOOD ELEVATION AS PER APPROVED PLANS; BUILDING TO BE FULLY SPRINKLERED WITH NFPA 13; ** HISTORICAL COMMISSION JURISDICTION REMOVED SOLEY FOR THIS PROJECT, PER COUNCIL ORDINANCE BILL # 170997, ** FINISHED FLOOR ELEVATION CERTIFICATE TO BE PROVIDED TO DEPARTMENT & APPROVED PRIOR TO ISSUANCE OF CERTIFICATE OF OCCUPANCY (CO), SEE A/P# 945277 FOR PLANS.",2019-03-26T16:09:54Z,COMPLETED,DESIGN PROFESSIONAL,VENICE ISLAND DEVELOPER LLC,2337 PHILMONT AVE,2ND FLOOR,HUNTINGDON VALLEY,PA,19006-6200,2020-02-24T13:15:00Z,,1 LEVERINGTON AVE,,,19127-2201,214,4,LOCKS HOMEOWNERS ASSOCIAT,HANSEN,2674167.19369792,263042.69640828,
235,POINT (-75.122201 39.983939),472143,474913,936445,769191,,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,"FOR THE NEW CONSTRUCTION OF AN ATTACHED THREE (3) STORY SINGLE FAMILY DWELLING WITH A ROOF DECK ACCESSED BY OPEN EXTERIOR STAIRS ENCLOSED BY EXTERIOR WALLS ONLY (NO ROOF COVER ABOVE), AS PER PLAN, SEE A/P #936443 FOR PLANS.",2019-02-05T09:00:05Z,COMPLETED,,CITY SUBURBAN HOME BUILDERS LL,2413 FRANKFORD AVE UNIT D,,PHILA,PA,19125-    ,2019-09-17T14:47:00Z,311211219,2610 TRENTON AVE,,,19125-1800,161,1,PS PROPERTIES I LP,HANSEN,2704770.29867818,247961.81950098,
236,POINT (-75.160105 39.938918),478827,480476,915799,523928,539136,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,FOR THE NEW CONSTRUCTION OF A THREE (3) STORY SINGLE FAMILY DWELLING WITH CELLAR AND ROOF DECK ACCESSED BY A PILOTHOUSE AS PER PLAN.,2019-03-06T09:18:42Z,EXPIRED,DESIGN PROFESSIONAL,BROADBAY INVESTORS LP,27 STANWYCK RD,,MOUNT LAUREL,NJ,08054-    ,2020-03-05T13:32:00Z,021021800,1007 SALTER ST,,,19147-3734,24,1,BROAD BAY INVESTORS L P,HANSEN,2694634.0491739,231254.95796126,
237,POINT (-75.157533 39.922231),478378,480692,954293,63967,420550,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,ERECTION OF A SINGLE FAMILY DWELLING WITH A ROOF DECK ACESSED BY A PILOT HOUSE AS PER PLAN.,2019-03-18T11:01:07Z,COMPLETED,DESIGN PROFESSIONAL,MARK LEUZZI & SONS CEMENT,2419 S 18TH ST,,PHILADELPHIA,PA,19145-4328,2019-12-17T08:44:00Z,393062200,620 CANTRELL ST,,,19148-3222,41.01,1,MARK ENTERPRISES LLC - SE,HANSEN,2695533.39644464,225199.78940654,
238,POINT (-75.207905 40.045291),478714,480592,935312,768779,,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,"FOR THE NEW CONSTRUCTION OF A DETACHED TWO (2) STORY SINGLE FAMILY DWELLING, INCLUDING BASEMENT WITH TWO (2) INTERIOR ACCESSORY PARKING SPACES, AS PER PLAN.
",2019-01-18T12:56:03Z,COMPLETED,APPL,SIRAJ M SHEIKH,800 OLD WESTTOWN RD,,WEST CHESTER,PA,19382-    ,2019-11-19T08:28:00Z,213259126,7243 ORWELL RD,,,19119-3339,235,4,SIRAJ & SONS LLC,HANSEN,2680120.83192394,269599.01123164,
239,POINT (-75.15681600000001 39.927158),488603,486276,947006,602383,508714,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,FOR THE CONSTRUCTION OF A THREE STORY STRUCTURE WITH CELLAR AND THIRD (3RD) FLOOR  ROOF DECK ACCESSED BY A ROOF DECK ACCESS STRUCTURE. FOR A SINGLE FAMILY HOUSEHOLD LIVING.  AS PER PLANS.,2019-02-11T15:08:04Z,EXPIRED,APPL,USA REMODELING CONSTRUCTION,2633 KENSINGTON AVENUE,,PHILADELPHIA,PA,19125-    ,2019-04-30T11:18:00Z,012128700,634 WATKINS ST,,,19148-1728,28.01,1,YOUR HELPFUL HOME SOLUTIO,HANSEN,2695681.80353559,226999.72856634,
240,POINT (-75.188063 39.939269),485459,491908,930064,17655,416917,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,"FOR THE ERECTION OF A THREE STORY PLUS CELLAR, SINGLE FAMILY DWELLING, WITH ROOF DECK AND PILOT HOUSE, SIZE AND LOCATION AS PER PLANS.",2019-01-10T08:50:23Z,COMPLETED,DESIGN PROFESSIONAL,TYRONE MASONRY INC,BRIAN FLANAGAN,36 CHELFIELD ROAD,GLENSIDE,PA,19038-    ,2019-05-13T13:26:00Z,362011600,2645 ANNIN ST,,,19146-3820,20,2,FLANAGAN BRIAN           CORRIGAN BRIAN,HANSEN,2686794.00949836,231154.05994581,
241,POINT (-75.19692999999999 39.965094),488952,486544,994344,425752,91376,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,"NEW CONSTRUCTION OF A TWO (2) STORY SINGLE FAMILY DWELLING (IRC 2015 TOWNHOUSE CONSTRUCTION) AS PER APPROVED PLANS. BUILDING TO BE FULLY SPRINKLERED.    
**SEPARATE PERMITS REQUIRED FOR MEP & FIRE SUPPRESSION WORK**",2019-11-07T09:02:13Z,CLOSED,CONTRACTOR,WP CONSTRUCTION LLC,659 NORTH 39TH STREET,,PHILADELPHIA,PA,19104-    ,2019-12-20T08:15:00Z,886586698,3720 MELON ST,,,19104-1827,108,3,WPRE V LP,HANSEN,2684036.65247434,240485.7665829,
242,POINT (-75.18743000000001 39.938175),505697,503320,947700,409450,211463,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,"ERECTION OF NEW 3 STORY STRUCTURE OF TYPE VB CONSTRUCTION FOR A SINGLE FAMILY DWELLING W/ FINISHED BASEMENT AND ROOF DECK AS PER PLANS. SEPARATE PERMITS REQUIRED FOR ALL MECHANICAL, ELECTRICAL, PLUMBING AND FIRE SUPPRESSION WORK.",2019-05-02T13:40:30Z,COMPLETED,DESIGN PROFESSIONAL,TBC LLC,1546 PACKER AVENUE,LOWER LEVEL,PHILADELPHIA,PA,19145-    ,2019-12-30T08:12:00Z,362035200,2612 MANTON ST,,,19146-3812,20,2,PIRAINE RICHARD II,HANSEN,2686982.98520013,230760.87946923,
243,POINT (-75.110265 40.027214),489911,486244,941615,514168,274590,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,TANK,"FOR REMOVAL OF THREE (3) UNDERGROUND TANKS AND FOUR (4) DISPENSERS. FOR INSTALLATION OF TWO (2) NEW TANKS, GAS PUMPS, ASSOCIATED PIPING AND CONCRETE WORK AS PER PLANS.",2019-02-22T09:10:42Z,COMPLETED,APPL,MONRIDGE CONSTRUCTION INC,386 PARKMOUNT RD,,MEDIA,PA,19063-    ,2019-04-30T15:35:00Z,882930530,3951 E ROOSEVELT BLVD,,,19124-0000,292,7,3951 ROOSEVELT BLVD CORP,HANSEN,2707642.47318634,263818.93471025,
244,POINT (-75.178309 39.944673),488818,486288,949066,367140,278669,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,"NEW CONSTRUCTION 3 STORY SINGLE FAMILY DWELLING, 3 BEDROOMS, 2.5 BATHROOMS, AND A PILOT HOUSE PER THE SUBMITTED PLANS.",2019-03-04T10:41:27Z,COMPLETED,CONTRACTOR,"MONTEBELLO HOMES, LLC",601 W PROSPECT AVENUE,,NORTH WALES,PA,19454-    ,2019-11-01T09:22:00Z,302016100,2140 KATER ST,,,19146-1215,13,2,TC ACQUISITIONS LLC,HANSEN,2689470.68115395,233201.04367347,
245,POINT (-75.121208 39.986448),489800,486239,940530,387197,1472512,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,"FOR THE ERECTION OF A FOUR (4) STORY,  ATTACHED STRUCTURE (DUPLEX - TYPE A) WITH A ROOF DECK AND PILOT HOUSE.  STRUCTURE FOR USE AS TWO FAMILY DWELLING .  STRUCTURE TO BE FULLY SPRINKLERED PER NFPA 13R MINIMUM. SEPARATE PERMITS REQUIRED FOR PLUMBING, MECHANICAL, ELECTRICAL AND FIRE SUPPRESSION. SEE A/P NO 898232 FOR APPROVED PLANS.",2019-01-31T09:57:18Z,COMPLETED,,URBAN RENEWAL BUILDERS LLC,3010 RICHMOND STREET,,PHILADELPHIA,PA,19134-    ,2019-12-24T10:22:00Z,885816300,2035 E LEHIGH AVE,,,19125-1012,179,1,"L&M FISHTOWN RESIDENCES,L",HANSEN,2705021.26092371,248883.69332067,
246,POINT (-75.154972 39.964787),507834,508983,947196,425677,321925,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,FOR THE ERECTION OF A TWO STORY ATTACHED BUILDING FOR USE AS A SINGLE FAMILY DWELLING. ALL WORK TO BE DONE IN ACCORDANCE WITH APPROVED PLANS. BUILDING TO BE FULLY SPRINKLERED WITH NFPA 13D AT MINIMUM. FOR ISSUANCE OF CERTIFICATE OF OCCUPANCY. SEPARATE PERMITS REQUIRED FOR M.E.P. AND FIRE SUPPRESSION WORK.,2019-03-01T15:06:37Z,COMPLETED,CONTRACTOR,TESTER CONSTRUCTION GROUP LLC,1541 RIDGE AVE,,PHILADELPHIA,PA,19130-    ,2019-11-24T13:05:00Z,141306310,1022 MELON ST,,,19123-2526,132,5,WP HOMES LLC,HANSEN,2695796.07099206,240716.60160743,
247,POINT (-75.17827699999999 39.936808),519305,524931,792028,454508,27012,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,"FOR THE ERECTION OF A NEW, THREE (3) STORY ATTACHED STRUCTURE WITH A ROOF DECK ACCESSED BY A PILOT HOUSE (TO ENCLOSE ACCESS STAIRS ONLY), TO BE USED AS SINGLE-FAMILY HOUSEHOLD LIVING, AS PER PLANS; SEPARATE PERMITS REQUIRED FOR ALL MEP/FSP WORK; TO BE FULLY SPRINKLERED AS PER NFPA 13D.",2019-01-17T13:28:56Z,COMPLETED,DESIGN PROFESSIONAL,YD BUILDERS INC,CHUN HU LIN,1900 WASHINGTON AVENUE UNIT E,PHILADELPHIA,PA,19146-    ,2019-11-27T09:50:00Z,361066200,2029 OAKFORD ST,,,19146-4329,21,2,2029 OAKFORD STREET LLC,HANSEN,2689562.97118267,230337.70227295,
248,POINT (-75.121208 39.986448),518969,525684,940529,387197,1472512,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,"FOR THE ERECTION OF A FOUR (4) STORY,  ATTACHED STRUCTURE (DUPLEX - TYPE A) WITH A ROOF DECK AND PILOT HOUSE.  STRUCTURE FOR USE AS TWO FAMILY DWELLING .  STRUCTURE TO BE FULLY SPRINKLERED PER NFPA 13R MINIMUM. SEPARATE PERMITS REQUIRED FOR PLUMBING, MECHANICAL, ELECTRICAL AND FIRE SUPPRESSION. SEE A/P NO 898232 FOR APPROVED PLANS.",2019-01-31T09:54:51Z,COMPLETED,,URBAN RENEWAL BUILDERS LLC,3010 RICHMOND STREET,,PHILADELPHIA,PA,19134-    ,2019-12-06T14:56:00Z,885816300,2035 E LEHIGH AVE,,,19125-1012,179,1,"L&M FISHTOWN RESIDENCES,L",HANSEN,2705021.26092371,248883.69332067,
249,POINT (-75.133438 39.98097),519369,525804,961762,348460,200136,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,"FOR THE ERECTION OF A NEW FOUR STORY PLUS CELLAR ATTACHED, SINGLE FAMILY DWELLING WITH ROOF DECK ACCESSED BY PILOT HOUSE. SIZE AND LOCATION AS PER PLANS.",2019-04-05T09:19:46Z,COMPLETED,APPL,GRIT CONSTRUCTION LLC,266 KRAMS AVE,,PHILA,PA,19128-    ,2019-09-26T07:59:00Z,885194780,2029 HOPE ST,,,19122-1706,157,7,WALLS NICHOLAS           HEIM KEVIN,HANSEN,2701654.86748,246787.26396574,
250,POINT (-75.098736 39.985405),508529,508907,933176,768800,1472126,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,"NEW CONSTRUCTION OF A THREE (3) STORY SINGLE FAMILY DWELLING WITH ROOF DECK, PILOT HOUSE (ACCESS TO ROOF DECK ONLY) AND ONE (1) OPEN-AIR PARKING SPACE AS PER APPROVED PLANS. BUILDING TO BE FULLY SPRINKLERED. (**SEE A/P# 923287 FOR PLANS**) *WORK TO INCLUDE UNDERPINNING TO BE MONITORED BY PA LICENSED PE AT ALL TIMES* 
**SEPARATE PERMITS REQUIRED FOR MEP & FIRE SUPPRESSION WORK**",2019-01-15T12:57:17Z,COMPLETED,,PAIZ CONSTRUCTION,1127 UNRUH AVE,,PHILADELPHIA,PA,19111-    ,2019-10-11T06:44:00Z,451181906,3334 SALMON ST,,,19134-6013,379,6,3330 SALMON ST LLC,HANSEN,2711326.96464979,248691.97875877,
251,POINT (-75.12516100000001 39.988864),518710,525790,959472,453917,105113,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,"NEW THREE STORY FRAMED ATTACHED STRUCTURE WITH MASONRY VENEER AT FRONT FACADE FLOOR, SINGLE FAMILY ROW HOUSE WITH FULL BASEMENT AND ROOF DECK.",2019-04-04T15:28:53Z,COMPLETED,CONTRACTOR,VRTX INVESTMENTS INC,301 W BYBERRY RD,APT 18,PHILA,PA,19116-    ,2020-02-25T08:05:00Z,314233900,1841 E OAKDALE ST,,,19125-1115,161,1,DEFA ENTERPRISE INC,HANSEN,2703887.83391985,249730.31668773,
252,POINT (-75.146472 39.977072),512656,514502,942596,730378,394470,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,FOR THE CONSTRUCTION OF A THREE(3) STORY ATTACHED STRUCTURE WITH ROOF DECK ACCESSED BY ROOF DECK ACCESS STRUCTURE. FOR A SINGLE FAMILY HOUSEHOLD LIVING. AS PER PLANS.,2019-02-08T14:28:45Z,COMPLETED,,ELIOENAI CONSTRUCTION INC,1128 BRIGHTON ST,,PHILADELPHIA,PA,19111-    ,2019-11-20T08:32:00Z,201034800,622 CECIL B MOORE AVE,,,19122-2939,145,5,D Y S PROPERTIES LLC,HANSEN,2698045.79036028,245259.83843507,
253,POINT (-75.121021 39.977249),519482,525591,924567,768936,1471265,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,"FOR THE ERECTION OF A THREE (3) STORY STRUCTURE WITH A ROOF DECK FOR USE AS A SINGLE FAMILY DWELLING.  STRUCTURE IS FRAME CONSTRUCTION AND EQUIPPED WITH AN AUTOMATIC SPRINKLER SYSTEM (NFPA 13D MINIMUM). SEPARATE PERMITS WILL BE REQUIRED FOR PLUMBING, MECHANICAL, ELECTRICAL AND FIRE SUPPRESSION. A COVERED WALKWAY OR SIDEWALK CLOSURE SHALL BE REQUIRED WITHIN 8 FEET OF BUILDING FACADE IN ACCORDANCE WITH SECTION 3306 OF THE IBC. SEPARATE BUILDING AND/OR STREETS DEPARTMENT PERMITS ARE REQUIRED.",2019-01-10T14:43:04Z,COMPLETED,DESIGN PROFESSIONAL,QAZIM KUPA,4 COVE CT,,HAINESPORT,NJ,08036-    ,2019-05-10T09:08:00Z,313242450,2621 E LETTERLY ST,,,19125-0000,160,1,JONES ANDREW LAMAAR III  TROGELE CATHERINA,HANSEN,2705173.26861129,245535.51285246,
